ordinal,_key,_id,_from,_to,edge_family,edge_type,perspective,unique_id,references_table,references_column,weight,priority_weight,field_component,variable_name,origin,join_type
521,operations_equipmentstateproduction_20260604_000011:work_order:manifest:Manufacturing:binds_table:MAN_BIN_OPE_WOR_001,manufacturing_graph_edge/operations_equipmentstateproduction_20260604_000011:work_order:manifest:Manufacturing:binds_table:MAN_BIN_OPE_WOR_001,manufacturing_graph_node/operations_equipmentstateproduction_20260604_000011:entity:manifest:Manufacturing:none:none,manufacturing_graph_node/work_order:entity:structural:system:none:none,manifest,binds_table,Manufacturing,MAN_BIN_OPE_WOR_001,,,,,,,,
522,operations_oeeoperational_20260604_000007:operation:manifest:Operations:binds_table:OPE_BIN_OPE_OPE_002,manufacturing_graph_edge/operations_oeeoperational_20260604_000007:operation:manifest:Operations:binds_table:OPE_BIN_OPE_OPE_002,manufacturing_graph_node/operations_oeeoperational_20260604_000007:entity:manifest:Operations:none:none,manufacturing_graph_node/operation:entity:structural:system:none:none,manifest,binds_table,Operations,OPE_BIN_OPE_OPE_002,,,,,,,,
523,operations_oeeoperational_20260604_000007:shop_resource:manifest:Operations:binds_table:OPE_BIN_OPE_SHO_002,manufacturing_graph_edge/operations_oeeoperational_20260604_000007:shop_resource:manifest:Operations:binds_table:OPE_BIN_OPE_SHO_002,manufacturing_graph_node/operations_oeeoperational_20260604_000007:entity:manifest:Operations:none:none,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manifest,binds_table,Operations,OPE_BIN_OPE_SHO_002,,,,,,,,
524,operations_oeestrategic_20260604_000008:operation:manifest:Operations:binds_table:OPE_BIN_OPE_OPE_003,manufacturing_graph_edge/operations_oeestrategic_20260604_000008:operation:manifest:Operations:binds_table:OPE_BIN_OPE_OPE_003,manufacturing_graph_node/operations_oeestrategic_20260604_000008:entity:manifest:Operations:none:none,manufacturing_graph_node/operation:entity:structural:system:none:none,manifest,binds_table,Operations,OPE_BIN_OPE_OPE_003,,,,,,,,
525,operations_oeestrategic_20260604_000008:shop_resource:manifest:Operations:binds_table:OPE_BIN_OPE_SHO_003,manufacturing_graph_edge/operations_oeestrategic_20260604_000008:shop_resource:manifest:Operations:binds_table:OPE_BIN_OPE_SHO_003,manufacturing_graph_node/operations_oeestrategic_20260604_000008:entity:manifest:Operations:none:none,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manifest,binds_table,Operations,OPE_BIN_OPE_SHO_003,,,,,,,,
526,operations_workordercostdetail_20260601_000004:work_order:manifest:General_Ledger:binds_table:GEN_BIN_OPE_WOR_001,manufacturing_graph_edge/operations_workordercostdetail_20260601_000004:work_order:manifest:General_Ledger:binds_table:GEN_BIN_OPE_WOR_001,manufacturing_graph_node/operations_workordercostdetail_20260601_000004:entity:manifest:General_Ledger:none:none,manufacturing_graph_node/work_order:entity:structural:system:none:none,manifest,binds_table,General_Ledger,GEN_BIN_OPE_WOR_001,,,,,,,,
527,operations_workorderstatus_20260601_000003:work_order:manifest:Manufacturing:binds_table:MAN_BIN_OPE_WOR_002,manufacturing_graph_edge/operations_workorderstatus_20260601_000003:work_order:manifest:Manufacturing:binds_table:MAN_BIN_OPE_WOR_002,manufacturing_graph_node/operations_workorderstatus_20260601_000003:entity:manifest:Manufacturing:none:none,manufacturing_graph_node/work_order:entity:structural:system:none:none,manifest,binds_table,Manufacturing,MAN_BIN_OPE_WOR_002,,,,,,,,
528,payables_openpobysupp_20260601_000006:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_001,manufacturing_graph_edge/payables_openpobysupp_20260601_000006:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_001,manufacturing_graph_node/payables_openpobysupp_20260601_000006:entity:manifest:Payables:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_PUR_001,,,,,,,,
529,payables_openpobysupp_20260601_000006:suppliers:manifest:Payables:binds_table:PAY_BIN_PAY_SUP_001,manufacturing_graph_edge/payables_openpobysupp_20260601_000006:suppliers:manifest:Payables:binds_table:PAY_BIN_PAY_SUP_001,manufacturing_graph_node/payables_openpobysupp_20260601_000006:entity:manifest:Payables:none:none,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_SUP_001,,,,,,,,
530,payables_ordersreceived_20260706_000001:po_line:manifest:Payables:binds_table:PAY_BIN_PAY_POL_001,manufacturing_graph_edge/payables_ordersreceived_20260706_000001:po_line:manifest:Payables:binds_table:PAY_BIN_PAY_POL_001,manufacturing_graph_node/payables_ordersreceived_20260706_000001:entity:manifest:Payables:none:none,manufacturing_graph_node/po_line:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_POL_001,,,,,,,,
531,payables_ordersreceived_20260706_000001:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_002,manufacturing_graph_edge/payables_ordersreceived_20260706_000001:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_002,manufacturing_graph_node/payables_ordersreceived_20260706_000001:entity:manifest:Payables:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_PUR_002,,,,,,,,
532,payables_ordersreceived_20260706_000001:receiving:manifest:Payables:binds_table:PAY_BIN_PAY_REC_001,manufacturing_graph_edge/payables_ordersreceived_20260706_000001:receiving:manifest:Payables:binds_table:PAY_BIN_PAY_REC_001,manufacturing_graph_node/payables_ordersreceived_20260706_000001:entity:manifest:Payables:none:none,manufacturing_graph_node/receiving:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_REC_001,,,,,,,,
533,payables_ordersreceived_20260706_000001:receiving_line:manifest:Payables:binds_table:PAY_BIN_PAY_REC_002,manufacturing_graph_edge/payables_ordersreceived_20260706_000001:receiving_line:manifest:Payables:binds_table:PAY_BIN_PAY_REC_002,manufacturing_graph_node/payables_ordersreceived_20260706_000001:entity:manifest:Payables:none:none,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_REC_002,,,,,,,,
534,payables_ordersunreceived_20260706_000002:po_line:manifest:Payables:binds_table:PAY_BIN_PAY_POL_002,manufacturing_graph_edge/payables_ordersunreceived_20260706_000002:po_line:manifest:Payables:binds_table:PAY_BIN_PAY_POL_002,manufacturing_graph_node/payables_ordersunreceived_20260706_000002:entity:manifest:Payables:none:none,manufacturing_graph_node/po_line:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_POL_002,,,,,,,,
535,payables_ordersunreceived_20260706_000002:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_003,manufacturing_graph_edge/payables_ordersunreceived_20260706_000002:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_003,manufacturing_graph_node/payables_ordersunreceived_20260706_000002:entity:manifest:Payables:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_PUR_003,,,,,,,,
536,payables_ordersunreceived_20260706_000002:receiving_line:manifest:Payables:binds_table:PAY_BIN_PAY_REC_003,manufacturing_graph_edge/payables_ordersunreceived_20260706_000002:receiving_line:manifest:Payables:binds_table:PAY_BIN_PAY_REC_003,manufacturing_graph_node/payables_ordersunreceived_20260706_000002:entity:manifest:Payables:none:none,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_REC_003,,,,,,,,
537,payables_partialreceiptaccrual_20260708_000004:payable_line:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_001,manufacturing_graph_edge/payables_partialreceiptaccrual_20260708_000004:payable_line:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_001,manufacturing_graph_node/payables_partialreceiptaccrual_20260708_000004:entity:manifest:Payables:none:none,manufacturing_graph_node/payable_line:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_PAY_001,,,,,,,,
538,payables_partialreceiptaccrual_20260708_000004:payables:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_002,manufacturing_graph_edge/payables_partialreceiptaccrual_20260708_000004:payables:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_002,manufacturing_graph_node/payables_partialreceiptaccrual_20260708_000004:entity:manifest:Payables:none:none,manufacturing_graph_node/payables:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_PAY_002,,,,,,,,
539,payables_partialreceiptaccrual_20260708_000004:po_line:manifest:Payables:binds_table:PAY_BIN_PAY_POL_003,manufacturing_graph_edge/payables_partialreceiptaccrual_20260708_000004:po_line:manifest:Payables:binds_table:PAY_BIN_PAY_POL_003,manufacturing_graph_node/payables_partialreceiptaccrual_20260708_000004:entity:manifest:Payables:none:none,manufacturing_graph_node/po_line:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_POL_003,,,,,,,,
540,payables_partialreceiptaccrual_20260708_000004:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_004,manufacturing_graph_edge/payables_partialreceiptaccrual_20260708_000004:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_004,manufacturing_graph_node/payables_partialreceiptaccrual_20260708_000004:entity:manifest:Payables:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_PUR_004,,,,,,,,
541,payables_partialreceiptaccrual_20260708_000004:receiving:manifest:Payables:binds_table:PAY_BIN_PAY_REC_004,manufacturing_graph_edge/payables_partialreceiptaccrual_20260708_000004:receiving:manifest:Payables:binds_table:PAY_BIN_PAY_REC_004,manufacturing_graph_node/payables_partialreceiptaccrual_20260708_000004:entity:manifest:Payables:none:none,manufacturing_graph_node/receiving:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_REC_004,,,,,,,,
542,payables_partialreceiptaccrual_20260708_000004:receiving_line:manifest:Payables:binds_table:PAY_BIN_PAY_REC_005,manufacturing_graph_edge/payables_partialreceiptaccrual_20260708_000004:receiving_line:manifest:Payables:binds_table:PAY_BIN_PAY_REC_005,manufacturing_graph_node/payables_partialreceiptaccrual_20260708_000004:entity:manifest:Payables:none:none,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_REC_005,,,,,,,,
543,payables_partialreceiptaccrual_20260708_000004:suppliers:manifest:Payables:binds_table:PAY_BIN_PAY_SUP_002,manufacturing_graph_edge/payables_partialreceiptaccrual_20260708_000004:suppliers:manifest:Payables:binds_table:PAY_BIN_PAY_SUP_002,manufacturing_graph_node/payables_partialreceiptaccrual_20260708_000004:entity:manifest:Payables:none:none,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_SUP_002,,,,,,,,
544,payables_purchaseorderstatus_20260601_000005:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_005,manufacturing_graph_edge/payables_purchaseorderstatus_20260601_000005:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_005,manufacturing_graph_node/payables_purchaseorderstatus_20260601_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_PUR_005,,,,,,,,
545,payables_purchaseorderstatus_20260601_000005:suppliers:manifest:Payables:binds_table:PAY_BIN_PAY_SUP_003,manufacturing_graph_edge/payables_purchaseorderstatus_20260601_000005:suppliers:manifest:Payables:binds_table:PAY_BIN_PAY_SUP_003,manufacturing_graph_node/payables_purchaseorderstatus_20260601_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_SUP_003,,,,,,,,
546,payables_threewaymatchcoverage_20260708_000005:payable_line:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_003,manufacturing_graph_edge/payables_threewaymatchcoverage_20260708_000005:payable_line:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_003,manufacturing_graph_node/payables_threewaymatchcoverage_20260708_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/payable_line:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_PAY_003,,,,,,,,
547,payables_threewaymatchcoverage_20260708_000005:payables:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_004,manufacturing_graph_edge/payables_threewaymatchcoverage_20260708_000005:payables:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_004,manufacturing_graph_node/payables_threewaymatchcoverage_20260708_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/payables:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_PAY_004,,,,,,,,
548,payables_threewaymatchcoverage_20260708_000005:po_line:manifest:Payables:binds_table:PAY_BIN_PAY_POL_004,manufacturing_graph_edge/payables_threewaymatchcoverage_20260708_000005:po_line:manifest:Payables:binds_table:PAY_BIN_PAY_POL_004,manufacturing_graph_node/payables_threewaymatchcoverage_20260708_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/po_line:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_POL_004,,,,,,,,
549,payables_threewaymatchcoverage_20260708_000005:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_006,manufacturing_graph_edge/payables_threewaymatchcoverage_20260708_000005:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_006,manufacturing_graph_node/payables_threewaymatchcoverage_20260708_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_PUR_006,,,,,,,,
550,payables_threewaymatchcoverage_20260708_000005:receiving:manifest:Payables:binds_table:PAY_BIN_PAY_REC_006,manufacturing_graph_edge/payables_threewaymatchcoverage_20260708_000005:receiving:manifest:Payables:binds_table:PAY_BIN_PAY_REC_006,manufacturing_graph_node/payables_threewaymatchcoverage_20260708_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/receiving:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_REC_006,,,,,,,,
551,payables_threewaymatchcoverage_20260708_000005:receiving_line:manifest:Payables:binds_table:PAY_BIN_PAY_REC_007,manufacturing_graph_edge/payables_threewaymatchcoverage_20260708_000005:receiving_line:manifest:Payables:binds_table:PAY_BIN_PAY_REC_007,manufacturing_graph_node/payables_threewaymatchcoverage_20260708_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_REC_007,,,,,,,,
552,payables_threewaymatchcoverage_20260708_000005:suppliers:manifest:Payables:binds_table:PAY_BIN_PAY_SUP_004,manufacturing_graph_edge/payables_threewaymatchcoverage_20260708_000005:suppliers:manifest:Payables:binds_table:PAY_BIN_PAY_SUP_004,manufacturing_graph_node/payables_threewaymatchcoverage_20260708_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_SUP_004,,,,,,,,
553,payables_uninvoicedreceipts_20260706_000003:payable_line:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_005,manufacturing_graph_edge/payables_uninvoicedreceipts_20260706_000003:payable_line:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_005,manufacturing_graph_node/payables_uninvoicedreceipts_20260706_000003:entity:manifest:Payables:none:none,manufacturing_graph_node/payable_line:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_PAY_005,,,,,,,,
554,payables_uninvoicedreceipts_20260706_000003:payables:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_006,manufacturing_graph_edge/payables_uninvoicedreceipts_20260706_000003:payables:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_006,manufacturing_graph_node/payables_uninvoicedreceipts_20260706_000003:entity:manifest:Payables:none:none,manufacturing_graph_node/payables:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_PAY_006,,,,,,,,
555,payables_uninvoicedreceipts_20260706_000003:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_007,manufacturing_graph_edge/payables_uninvoicedreceipts_20260706_000003:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_007,manufacturing_graph_node/payables_uninvoicedreceipts_20260706_000003:entity:manifest:Payables:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,Payables,PAY_BIN_PAY_PUR_007,,,,,,,,
